OrderID,CustomerID,OrderDate,ProductID,Quantity,UnitPrice,Region
ORD000037,CUST00283,2024-07-19,PROD00010,2,163.02,South
ORD000038,CUST00439,2024-09-14,PROD00021,2,497.1,South
ORD000039,CUST00173,2023-11-16,PROD00042,1,499.83,North
ORD000040,CUST00966,2023-04-18,PROD00020,3,719.23,South
ORD000041,CUST00372,2023-04-14,PROD00049,1,38.19,East
ORD000042,CUST00488,2024-04-24,PROD00047,3,344.42,North
ORD000043,CUST00804,2024-03-05,PROD00028,1,500.38,North
ORD000044,CUST00946,2023-10-17,PROD00028,2,683.71,North
ORD000045,CUST00944,2023-12-18,PROD00019,4,880.89,East
ORD000046,CUST00544,2024-01-20,PROD00006,1,264.69,South
ORD000047,CUST00892,2024-01-13,PROD00040,3,602.04,West
ORD000048,CUST00370,2024-10-30,PROD00019,4,704.29,South
ORD000049,CUST00332,2023-04-11,PROD00016,4,759.23,North
ORD000050,CUST00016,2024-02-29,PROD00006,1,323.97,East
ORD000051,CUST00369,2023-12-30,PROD00044,2,350.81,South
ORD000052,CUST00170,2023-04-30,PROD00013,3,415.36,North
ORD000053,CUST00051,2024-03-08,PROD00008,1,349.92,South
ORD000054,CUST00232,2024-08-13,PROD00002,4,544.71,West
ORD000055,CUST00194,2023-10-25,PROD00019,1,833.22,South
ORD000056,CUST00478,2023-10-09,PROD00026,4,585.79,East
ORD000057,CUST00092,2024-10-31,PROD00045,3,728.3,West
ORD000058,CUST00922,2023-06-04,PROD00006,2,271.84,North
ORD000059,CUST00683,2024-10-25,PROD00031,4,359.91,North
ORD000060,CUST00303,2024-03-17,PROD00013,2,459.32,South
ORD000061,CUST00679,2023-07-25,PROD00028,3,689.83,East
ORD000062,CUST00597,2023-01-25,PROD00002,2,466.37,South
ORD000063,CUST00996,2023-07-16,PROD00023,3,303.98,North
ORD000064,CUST00262,2023-05-20,PROD00030,2,783.9,West
ORD000065,CUST00411,2023-11-24,PROD00026,4,504.1,West
ORD000066,CUST00359,2024-08-20,PROD00042,1,503.41,West
ORD000067,CUST00591,2023-06-28,PROD00048,2,70.03,South
ORD000068,CUST00596,2024-07-07,PROD00031,2,348.18,South
ORD000069,CUST00417,2023-12-05,PROD00022,3,242.94,East
ORD000070,CUST00485,2023-03-18,PROD00042,1,400.59,North
ORD000071,CUST00336,2024-09-26,PROD00004,1,896.8,East
ORD000072,CUST00321,2024-08-19,PROD00018,1,692.03,North
ORD000073,CUST00936,2023-09-06,PROD00008,1,415.47,East
ORD000074,CUST00768,2023-01-21,PROD00023,2,324.01,South
ORD000075,CUST00846,2023-12-05,PROD00022,4,253.18,West
ORD000076,CUST00051,2024-04-09,PROD00028,2,511.8,East
ORD000077,CUST00289,2023-02-11,PROD00030,2,576.08,South
ORD000078,CUST00512,2024-07-19,PROD00002,1,589.49,West
ORD000079,CUST00892,2024-05-17,PROD00004,2,803.25,East
ORD000080,CUST00280,2023-08-06,PROD00024,1,453.23,West
ORD000081,CUST00172,2023-04-26,PROD00037,4,289.84,South
ORD000082,CUST00945,2023-12-01,PROD00017,2,79.43,North
ORD000083,CUST00374,2023-02-11,PROD00003,2,536.34,South
ORD000084,CUST00195,2023-02-05,PROD00038,4,305.23,East
ORD000085,CUST00860,2023-09-06,PROD00007,4,546.37,North
ORD000086,CUST00749,2023-12-19,PROD00010,3,141.92,East
ORD000087,CUST00917,2023-09-01,PROD00007,3,566.85,West
ORD000088,CUST00241,2023-03-26,PROD00010,2,141.07,East
ORD000089,CUST00940,2023-04-30,PROD00025,2,429.36,West
ORD000090,CUST00794,2023-09-27,PROD00032,2,475.01,East
ORD000091,CUST00912,2024-02-22,PROD00003,1,543.62,South
ORD000092,CUST00125,2024-12-22,PROD00038,1,279.76,East
ORD000093,CUST00009,2024-03-03,PROD00050,4,129.87,West
ORD000094,CUST00382,2023-07-29,PROD00050,4,118.8,South
ORD000095,CUST00936,2024-06-12,PROD00003,4,564.37,East
ORD000096,CUST00479,2023-04-09,PROD00031,2,402.3,West
ORD000097,CUST00127,2024-05-16,PROD00014,4,107.18,North
ORD000098,CUST00078,2024-08-20,PROD00016,1,747.14,North
ORD000099,CUST00470,2024-12-11,PROD00014,4,86.43,North
ORD000100,CUST00808,2023-08-16,PROD00014,3,95.83,North
ORD000101,CUST00784,2024-02-05,PROD00039,3,364.45,North
ORD000102,CUST00173,2024-04-20,PROD00031,2,348.94,North
ORD000103,CUST00898,2023-08-13,PROD00037,4,331.54,South
ORD000104,CUST00378,2024-10-29,PROD00002,3,634.93,East
ORD000105,CUST00743,2023-08-02,PROD00040,4,617.26,West
ORD000106,CUST00540,2023-06-26,PROD00034,3,607.71,South
ORD000107,CUST00347,2024-08-20,PROD00036,1,86.81,North
ORD000108,CUST00901,2023-04-28,PROD00006,1,350.67,North
ORD000109,CUST00687,2024-02-03,PROD00030,2,714.85,East
ORD000110,CUST00353,2023-11-03,PROD00037,3,305.98,South
ORD000111,CUST00899,2023-03-07,PROD00040,4,650.05,East
ORD000112,CUST00800,2024-06-11,PROD00025,2,337.71,North
ORD000113,CUST00807,2023-03-15,PROD00022,1,308.1,South
ORD000114,CUST00317,2023-07-18,PROD00009,3,316.26,South
ORD000115,CUST00997,2024-05-25,PROD00006,3,362.16,West
ORD000116,CUST00414,2023-10-22,PROD00008,4,437.53,South
ORD000117,CUST00524,2023-09-26,PROD00012,2,497.42,North
ORD000118,CUST00470,2024-04-19,PROD00013,4,485.09,South
ORD000119,CUST00434,2024-02-29,PROD00010,2,179.89,West
ORD000120,CUST00124,2024-06-11,PROD00010,3,150.91,East
ORD000121,CUST00754,2023-10-17,PROD00002,2,465.59,North
ORD000122,CUST00849,2023-06-19,PROD00028,4,639.91,West
ORD000123,CUST00124,2023-08-07,PROD00007,2,440.7,North
ORD000124,CUST00519,2024-03-05,PROD00027,2,306.34,North
ORD000125,CUST00684,2023-12-14,PROD00048,3,75.36,East
ORD000126,CUST00399,2023-11-04,PROD00020,4,838.88,North
ORD000127,CUST00876,2024-11-11,PROD00037,2,286.69,East
ORD000128,CUST00713,2023-02-28,PROD00035,4,140.95,North
ORD000129,CUST00459,2024-05-14,PROD00028,1,687.08,North
ORD000130,CUST00080,2023-10-22,PROD00009,1,334.76,North
ORD000131,CUST00789,2023-12-15,PROD00016,3,649.44,South
ORD000132,CUST00085,2023-12-30,PROD00022,1,310.28,West
ORD000133,CUST00167,2024-07-23,PROD00021,4,462.48,South
ORD000134,CUST00922,2024-12-10,PROD00040,2,653.01,East
ORD000135,CUST00239,2023-09-28,PROD00036,2,86.9,North
ORD000136,CUST00177,2023-12-12,PROD00037,3,285.84,West
ORD000137,CUST00293,2023-08-23,PROD00011,4,611.35,South
ORD000138,CUST00483,2024-09-24,PROD00026,2,622.69,East
ORD000139,CUST00273,2024-03-23,PROD00011,1,650.16,South
ORD000140,CUST00887,2024-02-11,PROD00046,1,217.85,North
ORD000141,CUST00973,2023-10-22,PROD00031,3,350.04,North
ORD000142,CUST00952,2023-06-06,PROD00011,3,592.57,West
ORD000143,CUST00175,2023-02-10,PROD00004,2,776.72,North
ORD000144,CUST00488,2024-09-18,PROD00026,3,679.6,North
ORD000145,CUST00344,2023-08-10,PROD00041,4,606.96,North
ORD000146,CUST00992,2024-03-02,PROD00035,3,134.08,South
ORD000147,CUST00138,2024-09-11,PROD00047,1,445.28,South
ORD000148,CUST00812,2024-10-01,PROD00037,4,334.4,East
ORD000149,CUST00293,2023-08-12,PROD00019,2,891.39,West
ORD000150,CUST00863,2024-05-30,PROD00038,4,293.36,East
ORD000151,CUST00880,2023-03-31,PROD00007,1,608.22,North
ORD000152,CUST00660,2024-05-20,PROD00035,1,186.29,East
ORD000153,CUST00457,2023-05-18,PROD00019,3,744.76,South
ORD000154,CUST00782,2023-10-24,PROD00013,1,499.22,North
ORD000155,CUST00832,2023-12-09,PROD00048,3,84.32,West
ORD000156,CUST00184,2024-09-11,PROD00044,4,354.13,South
ORD000157,CUST00226,2024-03-24,PROD00007,4,491.4,West
ORD000158,CUST00269,2024-12-04,PROD00004,3,897.79,East
ORD000159,CUST00192,2024-12-17,PROD00027,1,231.52,North
ORD000160,CUST00928,2024-12-28,PROD00035,1,132.77,South
ORD000161,CUST00596,2024-01-31,PROD00018,4,845.77,South
ORD000162,CUST00338,2023-04-01,PROD00049,4,38.97,West
ORD000163,CUST00293,2023-12-16,PROD00041,4,755.66,North
ORD000164,CUST00388,2023-10-18,PROD00015,3,290.89,West
ORD000165,CUST00860,2024-03-30,PROD00007,1,559.16,East
ORD000166,CUST00208,2024-11-18,PROD00019,2,898.35,West
ORD000167,CUST00188,2024-02-14,PROD00017,4,92.28,South
ORD000168,CUST00083,2024-02-01,PROD00033,3,667.64,North
ORD000169,CUST00933,2024-12-08,PROD00033,2,620.61,South
ORD000170,CUST00251,2024-02-02,PROD00030,1,575.18,North
ORD000171,CUST00534,2023-10-30,PROD00043,4,744.18,East
ORD000172,CUST00431,2024-12-12,PROD00026,2,489.94,North
ORD000173,CUST00265,2024-09-07,PROD00010,1,187.04,South
ORD000174,CUST00957,2024-01-20,PROD00046,4,221.66,East
ORD000175,CUST00442,2023-06-08,PROD00042,1,474.0,West
ORD000176,CUST00789,2024-02-07,PROD00027,4,268.46,East
ORD000177,CUST00158,2023-03-26,PROD00028,1,674.97,East
ORD000178,CUST00488,2024-05-03,PROD00001,2,556.07,East
ORD000179,CUST00673,2023-03-09,PROD00024,2,346.77,West
ORD000180,CUST00156,2023-07-01,PROD00045,2,611.04,West
ORD000181,CUST00406,2023-09-26,PROD00028,2,492.74,North
ORD000182,CUST00284,2024-12-12,PROD00048,2,93.78,East
ORD000183,CUST00788,2023-08-11,PROD00002,4,538.75,West
ORD000184,CUST00817,2023-08-04,PROD00040,3,615.81,East
ORD000185,CUST00764,2023-03-01,PROD00020,4,923.16,North
ORD000186,CUST00016,2024-10-16,PROD00023,1,340.8,East
ORD000187,CUST00889,2024-10-08,PROD00047,4,404.91,East
ORD000188,CUST00222,2023-05-09,PROD00002,4,566.76,North
ORD000189,CUST00415,2023-11-27,PROD00050,4,133.66,West
ORD000190,CUST00834,2023-09-28,PROD00006,2,308.19,East
ORD000191,CUST00006,2023-03-12,PROD00038,1,236.19,East
ORD000192,CUST00752,2023-09-03,PROD00023,2,265.26,East
ORD000193,CUST00607,2024-06-30,PROD00027,1,305.51,North
ORD000194,CUST00016,2023-03-06,PROD00036,2,85.41,South
ORD000195,CUST00901,2023-02-24,PROD00040,3,663.45,North
ORD000196,CUST00015,2023-04-15,PROD00028,1,655.11,North
ORD000197,CUST00858,2023-12-22,PROD00003,2,503.5,East
ORD000198,CUST00047,2024-07-09,PROD00040,3,534.44,North
ORD000199,CUST00133,2023-09-13,PROD00016,4,772.3,North
ORD000200,CUST00894,2023-07-01,PROD00013,1,433.68,East
ORD000201,CUST00091,2023-11-10,PROD00027,1,306.58,West
ORD000202,CUST00589,2024-12-14,PROD00029,1,359.83,South
ORD000203,CUST00440,2023-12-21,PROD00024,4,356.85,West
ORD000204,CUST00231,2024-11-20,PROD00015,4,286.01,South
ORD000205,CUST00542,2023-01-21,PROD00015,2,267.45,West
ORD000206,CUST00751,2023-01-25,PROD00023,1,241.13,East
ORD000207,CUST00530,2024-07-16,PROD00033,3,659.76,West
ORD000208,CUST00528,2023-11-05,PROD00012,4,476.59,North
ORD000209,CUST00871,2023-03-09,PROD00028,2,643.98,North
ORD000210,CUST00258,2023-03-12,PROD00016,4,657.16,North
ORD000211,CUST00162,2024-08-16,PROD00046,3,186.04,West
ORD000212,CUST00758,2023-05-10,PROD00027,1,329.81,North
ORD000213,CUST00495,2023-11-03,PROD00015,3,343.53,East
ORD000214,CUST00922,2024-12-23,PROD00009,4,330.61,North
ORD000215,CUST00998,2024-06-11,PROD00045,3,638.86,North
ORD000216,CUST00526,2023-03-27,PROD00046,3,191.95,South
ORD000217,CUST00038,2023-07-26,PROD00043,3,903.74,South
ORD000218,CUST00090,2024-05-01,PROD00027,2,236.77,North
ORD000219,CUST00370,2024-01-22,PROD00021,3,631.74,South
ORD000220,CUST00813,2023-08-15,PROD00024,1,426.09,East
ORD000221,CUST00553,2023-11-06,PROD00019,3,783.53,West
ORD000222,CUST00461,2024-09-09,PROD00031,1,317.77,North
ORD000223,CUST00765,2024-08-02,PROD00019,3,902.72,North
ORD000224,CUST00781,2024-07-11,PROD00041,2,726.65,East
ORD000225,CUST00990,2024-05-02,PROD00050,3,116.09,West
ORD000226,CUST00698,2024-04-07,PROD00025,4,414.78,South
ORD000227,CUST00669,2024-04-09,PROD00013,3,491.01,North
ORD000228,CUST00102,2024-07-19,PROD00004,3,809.54,North
ORD000229,CUST00284,2023-09-11,PROD00040,4,657.25,East
ORD000230,CUST00419,2023-11-24,PROD00040,3,652.34,South
ORD000231,CUST00262,2024-10-15,PROD00010,2,180.3,North
ORD000232,CUST00462,2024-02-25,PROD00039,4,309.25,West
ORD000233,CUST00438,2024-12-14,PROD00020,1,948.92,North
ORD000234,CUST00772,2023-06-23,PROD00029,1,300.67,West
ORD000235,CUST00622,2023-04-13,PROD00032,4,570.13,South
ORD000236,CUST00742,2024-02-21,PROD00002,3,571.41,East
ORD000237,CUST00306,2023-03-31,PROD00035,1,145.41,North
ORD000238,CUST00684,2023-05-07,PROD00033,1,505.41,East
ORD000239,CUST00611,2023-03-11,PROD00014,4,88.7,North
ORD000240,CUST00805,2024-10-28,PROD00002,1,552.88,North
ORD000241,CUST00242,2024-12-04,PROD00031,4,429.64,South
ORD000242,CUST00787,2023-05-22,PROD00036,4,82.63,North
ORD000243,CUST00357,2023-12-08,PROD00042,2,525.77,North
ORD000244,CUST00346,2023-02-27,PROD00001,3,449.96,West
ORD000245,CUST00032,2023-04-14,PROD00034,3,676.24,East
ORD000246,CUST00368,2023-12-31,PROD00050,3,112.52,East
ORD000247,CUST00872,2023-01-13,PROD00045,1,722.54,North
ORD000248,CUST00193,2023-08-25,PROD00001,4,553.21,North
ORD000249,CUST00102,2024-09-19,PROD00032,4,425.69,West
ORD000250,CUST00524,2024-11-19,PROD00022,4,337.15,West
ORD000251,CUST00288,2024-07-07,PROD00032,4,542.76,East
ORD000252,CUST00911,2024-03-07,PROD00021,2,493.96,North
ORD000253,CUST00589,2024-04-02,PROD00004,4,729.04,West
ORD000254,CUST00842,2024-01-17,PROD00004,3,806.16,East
ORD000255,CUST00397,2023-11-20,PROD00029,2,312.99,North
ORD000256,CUST00995,2024-12-20,PROD00002,1,568.91,South
ORD000257,CUST00963,2023-03-17,PROD00030,1,674.0,West
ORD000258,CUST00965,2024-10-08,PROD00025,2,348.81,West
ORD000259,CUST00539,2024-12-13,PROD00018,3,695.03,West
ORD000260,CUST00339,2024-07-22,PROD00041,2,705.19,East
ORD000261,CUST00388,2024-04-16,PROD00045,2,600.27,North
ORD000262,CUST00086,2024-04-23,PROD00009,2,283.02,West
ORD000263,CUST00264,2023-10-22,PROD00020,4,760.62,West
ORD000264,CUST00179,2024-11-11,PROD00027,4,284.62,North
ORD000265,CUST00101,2024-06-24,PROD00023,3,310.51,South
ORD000266,CUST00119,2024-04-12,PROD00008,3,339.75,South
ORD000267,CUST00667,2024-01-06,PROD00008,4,396.68,West
ORD000268,CUST00995,2023-07-21,PROD00004,4,774.92,South
ORD000269,CUST00540,2024-10-18,PROD00024,2,482.31,West
ORD000270,CUST00232,2023-07-24,PROD00040,2,599.97,East
ORD000271,CUST00360,2024-11-23,PROD00046,3,166.71,South
ORD000272,CUST00313,2024-10-13,PROD00037,4,303.18,East
ORD000273,CUST00515,2024-08-28,PROD00013,1,408.33,South
ORD000274,CUST00668,2024-11-24,PROD00044,3,327.54,West
ORD000275,CUST00918,2023-03-05,PROD00042,4,400.36,North
ORD000276,CUST00631,2024-06-24,PROD00026,3,576.21,North
ORD000277,CUST00062,2024-07-17,PROD00028,2,523.39,South
ORD000278,CUST00264,2024-09-14,PROD00004,2,822.64,East
ORD000279,CUST00414,2023-05-01,PROD00032,4,582.17,West
ORD000280,CUST00491,2023-05-13,PROD00001,1,501.74,North
ORD000281,CUST00328,2023-11-29,PROD00043,4,884.43,South
ORD000282,CUST00946,2024-07-02,PROD00040,1,546.3,East
ORD000283,CUST00592,2023-01-31,PROD00021,1,514.21,South
ORD000284,CUST00697,2023-11-29,PROD00041,2,740.03,North
ORD000285,CUST00693,2023-01-30,PROD00001,4,616.69,East
ORD000286,CUST00615,2023-10-12,PROD00037,2,370.72,East
ORD000287,CUST00364,2023-03-07,PROD00032,1,437.33,North
ORD000288,CUST00877,2023-02-02,PROD00023,2,293.23,East
ORD000289,CUST00290,2024-11-23,PROD00044,1,341.72,South
ORD000290,CUST00159,2023-06-27,PROD00015,3,272.59,West
ORD000291,CUST00291,2023-11-07,PROD00038,2,298.37,South
ORD000292,CUST00058,2024-01-02,PROD00025,3,384.22,South
ORD000293,CUST00213,2023-01-22,PROD00013,2,425.64,West
ORD000294,CUST00238,2024-08-07,PROD00011,3,725.32,North
ORD000295,CUST00577,2024-05-13,PROD00043,3,902.83,West
ORD000296,CUST00472,2024-08-24,PROD00018,4,704.38,East
ORD000297,CUST00079,2023-02-22,PROD00046,3,197.75,West
ORD000298,CUST00256,2024-02-21,PROD00049,1,40.32,East
ORD000299,CUST00814,2023-01-25,PROD00039,3,353.99,East
ORD000300,CUST00454,2023-04-06,PROD00001,3,584.27,South
ORD000301,CUST00066,2023-08-28,PROD00005,2,297.55,South
ORD000302,CUST00640,2024-02-04,PROD00026,4,483.42,North
ORD000303,CUST00660,2024-01-04,PROD00019,2,788.35,North
ORD000304,CUST00105,2024-06-02,PROD00001,4,596.12,North
ORD000305,CUST00825,2023-03-31,PROD00017,3,85.52,East
ORD000306,CUST00440,2024-07-29,PROD00009,2,356.66,North
ORD000307,CUST00619,2024-01-04,PROD00013,3,409.45,North
ORD000308,CUST00786,2023-02-05,PROD00031,2,368.26,South
ORD000309,CUST00923,2023-09-26,PROD00013,3,545.93,West
ORD000310,CUST00256,2024-04-09,PROD00010,4,174.36,South
ORD000311,CUST00557,2023-04-16,PROD00006,4,345.45,South
ORD000312,CUST00541,2024-12-01,PROD00006,2,359.51,North
ORD000313,CUST00896,2024-01-06,PROD00010,1,147.53,North
ORD000314,CUST00593,2023-11-03,PROD00042,1,410.57,South
ORD000315,CUST00559,2024-05-29,PROD00018,1,759.38,East
ORD000316,CUST00202,2024-02-09,PROD00041,4,566.39,North
ORD000317,CUST00732,2024-03-20,PROD00008,4,372.86,South
ORD000318,CUST00728,2024-01-16,PROD00012,1,473.16,West
ORD000319,CUST00885,2023-04-04,PROD00012,2,523.32,East
ORD000320,CUST00233,2024-10-30,PROD00050,3,123.81,West
ORD000321,CUST00605,2024-08-08,PROD00021,2,613.82,South
ORD000322,CUST00927,2023-08-19,PROD00010,3,158.54,East
ORD000323,CUST00415,2024-05-17,PROD00007,3,593.83,East
ORD000324,CUST00862,2023-05-11,PROD00041,1,628.77,West
ORD000325,CUST00412,2023-11-02,PROD00048,4,71.92,South
ORD000326,CUST00323,2024-05-15,PROD00025,4,436.81,West
ORD000327,CUST00542,2024-02-11,PROD00029,2,291.65,South
ORD000328,CUST00430,2023-11-05,PROD00003,4,532.16,South
ORD000329,CUST00013,2024-03-22,PROD00004,2,750.53,East
ORD000330,CUST00798,2024-11-28,PROD00008,2,358.35,East
ORD000331,CUST00861,2023-11-24,PROD00027,1,301.73,West
ORD000332,CUST00869,2023-02-28,PROD00005,3,270.3,East
ORD000333,CUST00901,2023-06-04,PROD00042,4,491.53,South
ORD000334,CUST00516,2023-10-17,PROD00022,4,337.46,North
ORD000335,CUST00662,2024-07-26,PROD00016,1,662.26,South
ORD000336,CUST00863,2024-03-28,PROD00029,4,347.41,East
ORD000337,CUST00949,2024-09-10,PROD00005,2,245.48,East
ORD000338,CUST00836,2024-10-06,PROD00040,3,595.26,South
ORD000339,CUST00297,2024-11-04,PROD00048,4,72.18,North
ORD000340,CUST00688,2024-02-07,PROD00048,3,83.81,North
ORD000341,CUST00898,2023-11-22,PROD00010,3,139.79,South
ORD000342,CUST00622,2023-03-22,PROD00042,4,415.69,North
ORD000343,CUST00746,2024-03-02,PROD00029,1,297.35,East
ORD000344,CUST00610,2024-05-24,PROD00017,1,99.47,South
ORD000345,CUST00796,2023-01-02,PROD00024,2,355.36,South
ORD000346,CUST00822,2024-10-06,PROD00029,4,296.13,East
ORD000347,CUST00129,2023-04-15,PROD00041,4,687.72,West
ORD000348,CUST00007,2023-03-05,PROD00027,2,256.94,West
ORD000349,CUST00246,2024-03-11,PROD00020,1,701.1,East
ORD000350,CUST00795,2024-08-31,PROD00029,2,379.13,East
ORD000351,CUST00043,2024-10-28,PROD00037,3,267.42,East
ORD000352,CUST00143,2023-04-13,PROD00034,4,563.51,North
ORD000353,CUST00072,2023-06-16,PROD00011,4,568.75,North
ORD000354,CUST00113,2023-08-23,PROD00011,2,759.37,West
ORD000355,CUST00193,2024-04-16,PROD00013,1,469.55,East
ORD000356,CUST00207,2023-04-06,PROD00041,1,623.64,East
ORD000357,CUST00800,2023-04-18,PROD00018,3,793.09,East
ORD000358,CUST00950,2023-10-26,PROD00050,3,103.89,East
ORD000359,CUST00177,2023-03-02,PROD00014,4,111.14,South
ORD000360,CUST00542,2024-04-12,PROD00046,2,215.66,East
ORD000361,CUST00232,2023-01-15,PROD00019,4,849.71,North
ORD000362,CUST00498,2023-04-16,PROD00031,1,370.42,South
ORD000363,CUST00402,2024-11-04,PROD00008,3,356.28,West
ORD000364,CUST00754,2024-12-04,PROD00008,1,307.58,North
ORD000365,CUST00087,2023-08-22,PROD00003,1,481.25,East
ORD000366,CUST00626,2023-07-29,PROD00044,1,367.41,West
ORD000367,CUST00600,2023-08-28,PROD00036,2,94.96,South
ORD000368,CUST00286,2023-11-02,PROD00010,4,164.33,North
ORD000369,CUST00339,2023-08-13,PROD00010,3,133.78,East
ORD000370,CUST00049,2023-05-14,PROD00026,1,668.56,North
ORD000371,CUST00301,2023-10-20,PROD00019,1,823.59,North
ORD000372,CUST00452,2023-04-29,PROD00005,1,280.51,East
ORD000373,CUST00957,2023-11-07,PROD00048,1,93.04,West
ORD000374,CUST00654,2023-10-29,PROD00015,3,264.26,West
ORD000375,CUST00301,2024-02-22,PROD00013,3,473.9,North
ORD000376,CUST00037,2023-04-08,PROD00019,4,817.91,South
ORD000377,CUST00706,2024-04-20,PROD00019,2,850.51,South
ORD000378,CUST00359,2023-09-26,PROD00024,2,398.35,West
ORD000379,CUST00160,2023-08-31,PROD00028,1,497.52,West
ORD000380,CUST00401,2024-01-03,PROD00016,1,754.55,West
ORD000381,CUST00361,2023-10-31,PROD00032,3,441.42,North
ORD000382,CUST00533,2024-12-11,PROD00027,1,311.5,East
ORD000383,CUST00672,2024-06-27,PROD00008,3,326.23,South
ORD000384,CUST00101,2023-09-11,PROD00047,4,346.75,West
ORD000385,CUST00125,2024-07-04,PROD00028,2,504.27,North
ORD000386,CUST00915,2023-10-03,PROD00014,1,103.11,West
ORD000387,CUST00618,2024-05-15,PROD00008,2,423.51,East
ORD000388,CUST00743,2024-06-27,PROD00029,2,410.07,East
ORD000389,CUST00278,2023-08-09,PROD00031,4,353.87,South
ORD000390,CUST00009,2023-03-11,PROD00034,2,738.6,North
ORD000391,CUST00756,2024-03-03,PROD00036,4,85.08,South
ORD000392,CUST00617,2023-11-26,PROD00002,2,558.7,West
ORD000393,CUST00840,2024-04-04,PROD00024,2,464.16,East
ORD000394,CUST00305,2023-06-11,PROD00023,2,277.27,West
ORD000395,CUST00688,2024-11-29,PROD00038,1,261.28,North
ORD000396,CUST00630,2024-03-28,PROD00001,3,478.75,North
ORD000397,CUST00761,2024-12-11,PROD00035,4,140.47,South
ORD000398,CUST00369,2024-02-19,PROD00009,1,378.03,North
ORD000399,CUST00036,2024-12-18,PROD00026,2,591.48,West
ORD000400,CUST00010,2024-08-22,PROD00023,2,258.57,West
ORD000401,CUST00135,2024-03-04,PROD00031,4,409.22,North
ORD000402,CUST00702,2023-05-03,PROD00041,2,571.03,West
ORD000403,CUST00690,2024-02-10,PROD00032,4,538.32,West
ORD000404,CUST00089,2023-09-14,PROD00039,2,311.94,South
ORD000405,CUST00809,2024-11-09,PROD00044,2,359.91,West
ORD000406,CUST00274,2023-02-28,PROD00041,4,710.46,North
ORD000407,CUST00073,2024-01-31,PROD00008,2,311.45,East
ORD000408,CUST00715,2024-06-21,PROD00009,3,363.6,South
ORD000409,CUST00211,2023-11-26,PROD00050,4,112.25,West
ORD000410,CUST00071,2024-02-22,PROD00043,3,870.59,South
ORD000411,CUST00673,2024-09-20,PROD00004,2,886.82,North
ORD000412,CUST00403,2024-10-25,PROD00007,1,598.55,East
ORD000413,CUST00294,2024-04-18,PROD00024,4,377.76,North
ORD000414,CUST00097,2023-10-08,PROD00020,2,739.54,North
ORD000415,CUST00641,2024-08-10,PROD00044,2,284.74,North
ORD000416,CUST00728,2023-04-11,PROD00045,1,669.03,South
ORD000417,CUST00413,2024-06-09,PROD00048,4,82.92,North
ORD000418,CUST00206,2024-09-14,PROD00008,2,345.96,South
ORD000419,CUST00428,2024-01-24,PROD00048,3,78.29,West
ORD000420,CUST00508,2023-10-15,PROD00024,4,463.19,East
ORD000421,CUST00294,2023-03-15,PROD00036,1,74.3,West
ORD000422,CUST00144,2024-03-17,PROD00050,1,145.54,North
