OrderID,CustomerID,OrderDate,ProductID,Quantity,UnitPrice,Region,TotalPrice
ORD000046,CUST00544,2024-01-20,PROD00006,1,264.69,South,264.69
ORD000047,CUST00892,2024-01-13,PROD00040,3,602.04,West,1806.12
ORD000048,CUST00370,2024-10-30,PROD00019,4,704.29,South,2817.16
ORD000049,CUST00332,2023-04-11,PROD00016,4,759.23,North,3036.92
ORD000050,CUST00016,2024-02-29,PROD00006,1,323.97,East,323.97
ORD000051,CUST00369,2023-12-30,PROD00044,2,350.81,South,701.62
ORD000052,CUST00170,2023-04-30,PROD00013,3,415.36,North,1246.08
ORD000053,CUST00051,2024-03-08,PROD00008,1,349.92,South,349.92
ORD000054,CUST00232,2024-08-13,PROD00002,4,544.71,West,2178.84
ORD000055,CUST00194,2023-10-25,PROD00019,1,833.22,South,833.22
ORD000056,CUST00478,2023-10-09,PROD00026,4,585.79,East,2343.16
ORD000057,CUST00092,2024-10-31,PROD00045,3,728.3,West,2184.8999999999996
ORD000058,CUST00922,2023-06-04,PROD00006,2,271.84,North,543.68
ORD000059,CUST00683,2024-10-25,PROD00031,4,359.91,North,1439.64
ORD000060,CUST00303,2024-03-17,PROD00013,2,459.32,South,918.64
ORD000061,CUST00679,2023-07-25,PROD00028,3,689.83,East,2069.4900000000002
ORD000062,CUST00597,2023-01-25,PROD00002,2,466.37,South,932.74
ORD000063,CUST00996,2023-07-16,PROD00023,3,303.98,North,911.94
ORD000064,CUST00262,2023-05-20,PROD00030,2,783.9,West,1567.8
ORD000065,CUST00411,2023-11-24,PROD00026,4,504.1,West,2016.4
ORD000066,CUST00359,2024-08-20,PROD00042,1,503.41,West,503.41
ORD000067,CUST00591,2023-06-28,PROD00048,2,70.03,South,140.06
ORD000068,CUST00596,2024-07-07,PROD00031,2,348.18,South,696.36
ORD000069,CUST00417,2023-12-05,PROD00022,3,242.94,East,728.8199999999999
ORD000070,CUST00485,2023-03-18,PROD00042,1,400.59,North,400.59
ORD000071,CUST00336,2024-09-26,PROD00004,1,896.8,East,896.8
ORD000072,CUST00321,2024-08-19,PROD00018,1,692.03,North,692.03
ORD000073,CUST00936,2023-09-06,PROD00008,1,415.47,East,415.47
ORD000074,CUST00768,2023-01-21,PROD00023,2,324.01,South,648.02
ORD000075,CUST00846,2023-12-05,PROD00022,4,253.18,West,1012.72
ORD000076,CUST00051,2024-04-09,PROD00028,2,511.8,East,1023.6
ORD000077,CUST00289,2023-02-11,PROD00030,2,576.08,South,1152.16
ORD000078,CUST00512,2024-07-19,PROD00002,1,589.49,West,589.49
ORD000079,CUST00892,2024-05-17,PROD00004,2,803.25,East,1606.5
ORD000080,CUST00280,2023-08-06,PROD00024,1,453.23,West,453.23
ORD000081,CUST00172,2023-04-26,PROD00037,4,289.84,South,1159.36
ORD000082,CUST00945,2023-12-01,PROD00017,2,79.43,North,158.86
ORD000083,CUST00374,2023-02-11,PROD00003,2,536.34,South,1072.68
ORD000084,CUST00195,2023-02-05,PROD00038,4,305.23,East,1220.92
ORD000085,CUST00860,2023-09-06,PROD00007,4,546.37,North,2185.48
ORD000086,CUST00749,2023-12-19,PROD00010,3,141.92,East,425.76
ORD000087,CUST00917,2023-09-01,PROD00007,3,566.85,West,1700.5500000000002
ORD000088,CUST00241,2023-03-26,PROD00010,2,141.07,East,282.14
ORD000089,CUST00940,2023-04-30,PROD00025,2,429.36,West,858.72
ORD000090,CUST00794,2023-09-27,PROD00032,2,475.01,East,950.02
ORD000091,CUST00912,2024-02-22,PROD00003,1,543.62,South,543.62
ORD000092,CUST00125,2024-12-22,PROD00038,1,279.76,East,279.76
ORD000093,CUST00009,2024-03-03,PROD00050,4,129.87,West,519.48
ORD000094,CUST00382,2023-07-29,PROD00050,4,118.8,South,475.2
ORD000095,CUST00936,2024-06-12,PROD00003,4,564.37,East,2257.48
ORD000096,CUST00479,2023-04-09,PROD00031,2,402.3,West,804.6
ORD000097,CUST00127,2024-05-16,PROD00014,4,107.18,North,428.72
ORD000098,CUST00078,2024-08-20,PROD00016,1,747.14,North,747.14
ORD000099,CUST00470,2024-12-11,PROD00014,4,86.43,North,345.72
ORD000100,CUST00808,2023-08-16,PROD00014,3,95.83,North,287.49
ORD000101,CUST00784,2024-02-05,PROD00039,3,364.45,North,1093.35
ORD000102,CUST00173,2024-04-20,PROD00031,2,348.94,North,697.88
ORD000103,CUST00898,2023-08-13,PROD00037,4,331.54,South,1326.16
ORD000104,CUST00378,2024-10-29,PROD00002,3,634.93,East,1904.79
ORD000105,CUST00743,2023-08-02,PROD00040,4,617.26,West,2469.04
ORD000106,CUST00540,2023-06-26,PROD00034,3,607.71,South,1823.13
ORD000107,CUST00347,2024-08-20,PROD00036,1,86.81,North,86.81
ORD000108,CUST00901,2023-04-28,PROD00006,1,350.67,North,350.67
ORD000109,CUST00687,2024-02-03,PROD00030,2,714.85,East,1429.7
ORD000110,CUST00353,2023-11-03,PROD00037,3,305.98,South,917.94
ORD000111,CUST00899,2023-03-07,PROD00040,4,650.05,East,2600.2
ORD000112,CUST00800,2024-06-11,PROD00025,2,337.71,North,675.42
ORD000113,CUST00807,2023-03-15,PROD00022,1,308.1,South,308.1
ORD000114,CUST00317,2023-07-18,PROD00009,3,316.26,South,948.78
ORD000115,CUST00997,2024-05-25,PROD00006,3,362.16,West,1086.48
ORD000116,CUST00414,2023-10-22,PROD00008,4,437.53,South,1750.12
ORD000117,CUST00524,2023-09-26,PROD00012,2,497.42,North,994.84
ORD000118,CUST00470,2024-04-19,PROD00013,4,485.09,South,1940.36
ORD000119,CUST00434,2024-02-29,PROD00010,2,179.89,West,359.78
ORD000120,CUST00124,2024-06-11,PROD00010,3,150.91,East,452.73
ORD000121,CUST00754,2023-10-17,PROD00002,2,465.59,North,931.18
ORD000122,CUST00849,2023-06-19,PROD00028,4,639.91,West,2559.64
ORD000123,CUST00124,2023-08-07,PROD00007,2,440.7,North,881.4
ORD000124,CUST00519,2024-03-05,PROD00027,2,306.34,North,612.68
ORD000125,CUST00684,2023-12-14,PROD00048,3,75.36,East,226.07999999999998
ORD000126,CUST00399,2023-11-04,PROD00020,4,838.88,North,3355.52
ORD000127,CUST00876,2024-11-11,PROD00037,2,286.69,East,573.38
ORD000128,CUST00713,2023-02-28,PROD00035,4,140.95,North,563.8
ORD000129,CUST00459,2024-05-14,PROD00028,1,687.08,North,687.08
ORD000130,CUST00080,2023-10-22,PROD00009,1,334.76,North,334.76
ORD000131,CUST00789,2023-12-15,PROD00016,3,649.44,South,1948.3200000000002
ORD000132,CUST00085,2023-12-30,PROD00022,1,310.28,West,310.28
ORD000133,CUST00167,2024-07-23,PROD00021,4,462.48,South,1849.92
ORD000134,CUST00922,2024-12-10,PROD00040,2,653.01,East,1306.02
ORD000135,CUST00239,2023-09-28,PROD00036,2,86.9,North,173.8
ORD000136,CUST00177,2023-12-12,PROD00037,3,285.84,West,857.52
ORD000137,CUST00293,2023-08-23,PROD00011,4,611.35,South,2445.4
ORD000138,CUST00483,2024-09-24,PROD00026,2,622.69,East,1245.38
ORD000139,CUST00273,2024-03-23,PROD00011,1,650.16,South,650.16
ORD000140,CUST00887,2024-02-11,PROD00046,1,217.85,North,217.85
ORD000141,CUST00973,2023-10-22,PROD00031,3,350.04,North,1050.1200000000001
ORD000142,CUST00952,2023-06-06,PROD00011,3,592.57,West,1777.71
ORD000143,CUST00175,2023-02-10,PROD00004,2,776.72,North,1553.44
ORD000144,CUST00488,2024-09-18,PROD00026,3,679.6,North,2038.8000000000002
ORD000145,CUST00344,2023-08-10,PROD00041,4,606.96,North,2427.84
ORD000146,CUST00992,2024-03-02,PROD00035,3,134.08,South,402.24
ORD000147,CUST00138,2024-09-11,PROD00047,1,445.28,South,445.28
ORD000148,CUST00812,2024-10-01,PROD00037,4,334.4,East,1337.6
ORD000149,CUST00293,2023-08-12,PROD00019,2,891.39,West,1782.78
ORD000150,CUST00863,2024-05-30,PROD00038,4,293.36,East,1173.44
ORD000151,CUST00880,2023-03-31,PROD00007,1,608.22,North,608.22
ORD000152,CUST00660,2024-05-20,PROD00035,1,186.29,East,186.29
ORD000153,CUST00457,2023-05-18,PROD00019,3,744.76,South,2234.2799999999997
ORD000154,CUST00782,2023-10-24,PROD00013,1,499.22,North,499.22
ORD000155,CUST00832,2023-12-09,PROD00048,3,84.32,West,252.95999999999998
ORD000156,CUST00184,2024-09-11,PROD00044,4,354.13,South,1416.52
ORD000157,CUST00226,2024-03-24,PROD00007,4,491.4,West,1965.6
ORD000158,CUST00269,2024-12-04,PROD00004,3,897.79,East,2693.37
ORD000159,CUST00192,2024-12-17,PROD00027,1,231.52,North,231.52
ORD000160,CUST00928,2024-12-28,PROD00035,1,132.77,South,132.77
ORD000161,CUST00596,2024-01-31,PROD00018,4,845.77,South,3383.08
ORD000162,CUST00338,2023-04-01,PROD00049,4,38.97,West,155.88
ORD000163,CUST00293,2023-12-16,PROD00041,4,755.66,North,3022.64
ORD000164,CUST00388,2023-10-18,PROD00015,3,290.89,West,872.67
ORD000165,CUST00860,2024-03-30,PROD00007,1,559.16,East,559.16
ORD000166,CUST00208,2024-11-18,PROD00019,2,898.35,West,1796.7
ORD000167,CUST00188,2024-02-14,PROD00017,4,92.28,South,369.12
ORD000168,CUST00083,2024-02-01,PROD00033,3,667.64,North,2002.92
ORD000169,CUST00933,2024-12-08,PROD00033,2,620.61,South,1241.22
ORD000170,CUST00251,2024-02-02,PROD00030,1,575.18,North,575.18
ORD000171,CUST00534,2023-10-30,PROD00043,4,744.18,East,2976.72
ORD000172,CUST00431,2024-12-12,PROD00026,2,489.94,North,979.88
ORD000173,CUST00265,2024-09-07,PROD00010,1,187.04,South,187.04
ORD000174,CUST00957,2024-01-20,PROD00046,4,221.66,East,886.64
ORD000175,CUST00442,2023-06-08,PROD00042,1,474.0,West,474.0
ORD000176,CUST00789,2024-02-07,PROD00027,4,268.46,East,1073.84
ORD000177,CUST00158,2023-03-26,PROD00028,1,674.97,East,674.97
ORD000178,CUST00488,2024-05-03,PROD00001,2,556.07,East,1112.14
ORD000179,CUST00673,2023-03-09,PROD00024,2,346.77,West,693.54
ORD000180,CUST00156,2023-07-01,PROD00045,2,611.04,West,1222.08
ORD000181,CUST00406,2023-09-26,PROD00028,2,492.74,North,985.48
ORD000182,CUST00284,2024-12-12,PROD00048,2,93.78,East,187.56
ORD000183,CUST00788,2023-08-11,PROD00002,4,538.75,West,2155.0
ORD000184,CUST00817,2023-08-04,PROD00040,3,615.81,East,1847.4299999999998
ORD000185,CUST00764,2023-03-01,PROD00020,4,923.16,North,3692.64
ORD000186,CUST00016,2024-10-16,PROD00023,1,340.8,East,340.8
ORD000187,CUST00889,2024-10-08,PROD00047,4,404.91,East,1619.64
ORD000188,CUST00222,2023-05-09,PROD00002,4,566.76,North,2267.04
ORD000189,CUST00415,2023-11-27,PROD00050,4,133.66,West,534.64
ORD000190,CUST00834,2023-09-28,PROD00006,2,308.19,East,616.38
ORD000191,CUST00006,2023-03-12,PROD00038,1,236.19,East,236.19
ORD000192,CUST00752,2023-09-03,PROD00023,2,265.26,East,530.52
ORD000193,CUST00607,2024-06-30,PROD00027,1,305.51,North,305.51
ORD000194,CUST00016,2023-03-06,PROD00036,2,85.41,South,170.82
ORD000195,CUST00901,2023-02-24,PROD00040,3,663.45,North,1990.3500000000001
ORD000196,CUST00015,2023-04-15,PROD00028,1,655.11,North,655.11
ORD000197,CUST00858,2023-12-22,PROD00003,2,503.5,East,1007.0
ORD000198,CUST00047,2024-07-09,PROD00040,3,534.44,North,1603.3200000000002
ORD000199,CUST00133,2023-09-13,PROD00016,4,772.3,North,3089.2
ORD000200,CUST00894,2023-07-01,PROD00013,1,433.68,East,433.68
ORD000201,CUST00091,2023-11-10,PROD00027,1,306.58,West,306.58
ORD000202,CUST00589,2024-12-14,PROD00029,1,359.83,South,359.83
ORD000203,CUST00440,2023-12-21,PROD00024,4,356.85,West,1427.4
ORD000204,CUST00231,2024-11-20,PROD00015,4,286.01,South,1144.04
ORD000205,CUST00542,2023-01-21,PROD00015,2,267.45,West,534.9
ORD000206,CUST00751,2023-01-25,PROD00023,1,241.13,East,241.13
ORD000207,CUST00530,2024-07-16,PROD00033,3,659.76,West,1979.28
ORD000208,CUST00528,2023-11-05,PROD00012,4,476.59,North,1906.36
ORD000209,CUST00871,2023-03-09,PROD00028,2,643.98,North,1287.96
ORD000210,CUST00258,2023-03-12,PROD00016,4,657.16,North,2628.64
ORD000211,CUST00162,2024-08-16,PROD00046,3,186.04,West,558.12
ORD000212,CUST00758,2023-05-10,PROD00027,1,329.81,North,329.81
ORD000213,CUST00495,2023-11-03,PROD00015,3,343.53,East,1030.59
ORD000214,CUST00922,2024-12-23,PROD00009,4,330.61,North,1322.44
ORD000215,CUST00998,2024-06-11,PROD00045,3,638.86,North,1916.58
ORD000216,CUST00526,2023-03-27,PROD00046,3,191.95,South,575.8499999999999
ORD000217,CUST00038,2023-07-26,PROD00043,3,903.74,South,2711.2200000000003
ORD000218,CUST00090,2024-05-01,PROD00027,2,236.77,North,473.54
ORD000219,CUST00370,2024-01-22,PROD00021,3,631.74,South,1895.22
ORD000220,CUST00813,2023-08-15,PROD00024,1,426.09,East,426.09
ORD000221,CUST00553,2023-11-06,PROD00019,3,783.53,West,2350.59
ORD000222,CUST00461,2024-09-09,PROD00031,1,317.77,North,317.77
ORD000223,CUST00765,2024-08-02,PROD00019,3,902.72,North,2708.16
ORD000224,CUST00781,2024-07-11,PROD00041,2,726.65,East,1453.3
ORD000225,CUST00990,2024-05-02,PROD00050,3,116.09,West,348.27
ORD000226,CUST00698,2024-04-07,PROD00025,4,414.78,South,1659.12
ORD000227,CUST00669,2024-04-09,PROD00013,3,491.01,North,1473.03
ORD000228,CUST00102,2024-07-19,PROD00004,3,809.54,North,2428.62
ORD000229,CUST00284,2023-09-11,PROD00040,4,657.25,East,2629.0
ORD000230,CUST00419,2023-11-24,PROD00040,3,652.34,South,1957.02
ORD000231,CUST00262,2024-10-15,PROD00010,2,180.3,North,360.6
ORD000232,CUST00462,2024-02-25,PROD00039,4,309.25,West,1237.0
ORD000233,CUST00438,2024-12-14,PROD00020,1,948.92,North,948.92
ORD000234,CUST00772,2023-06-23,PROD00029,1,300.67,West,300.67
ORD000235,CUST00622,2023-04-13,PROD00032,4,570.13,South,2280.52
ORD000236,CUST00742,2024-02-21,PROD00002,3,571.41,East,1714.23
ORD000237,CUST00306,2023-03-31,PROD00035,1,145.41,North,145.41
ORD000238,CUST00684,2023-05-07,PROD00033,1,505.41,East,505.41
ORD000239,CUST00611,2023-03-11,PROD00014,4,88.7,North,354.8
ORD000240,CUST00805,2024-10-28,PROD00002,1,552.88,North,552.88
ORD000241,CUST00242,2024-12-04,PROD00031,4,429.64,South,1718.56
ORD000242,CUST00787,2023-05-22,PROD00036,4,82.63,North,330.52
ORD000243,CUST00357,2023-12-08,PROD00042,2,525.77,North,1051.54
ORD000244,CUST00346,2023-02-27,PROD00001,3,449.96,West,1349.8799999999999
ORD000245,CUST00032,2023-04-14,PROD00034,3,676.24,East,2028.72
ORD000246,CUST00368,2023-12-31,PROD00050,3,112.52,East,337.56
ORD000247,CUST00872,2023-01-13,PROD00045,1,722.54,North,722.54
ORD000248,CUST00193,2023-08-25,PROD00001,4,553.21,North,2212.84
ORD000249,CUST00102,2024-09-19,PROD00032,4,425.69,West,1702.76
ORD000250,CUST00524,2024-11-19,PROD00022,4,337.15,West,1348.6
ORD000251,CUST00288,2024-07-07,PROD00032,4,542.76,East,2171.04
ORD000252,CUST00911,2024-03-07,PROD00021,2,493.96,North,987.92
ORD000253,CUST00589,2024-04-02,PROD00004,4,729.04,West,2916.16
ORD000254,CUST00842,2024-01-17,PROD00004,3,806.16,East,2418.48
ORD000255,CUST00397,2023-11-20,PROD00029,2,312.99,North,625.98
ORD000256,CUST00995,2024-12-20,PROD00002,1,568.91,South,568.91
ORD000257,CUST00963,2023-03-17,PROD00030,1,674.0,West,674.0
ORD000258,CUST00965,2024-10-08,PROD00025,2,348.81,West,697.62
ORD000259,CUST00539,2024-12-13,PROD00018,3,695.03,West,2085.09
ORD000260,CUST00339,2024-07-22,PROD00041,2,705.19,East,1410.38
ORD000261,CUST00388,2024-04-16,PROD00045,2,600.27,North,1200.54
ORD000262,CUST00086,2024-04-23,PROD00009,2,283.02,West,566.04
ORD000263,CUST00264,2023-10-22,PROD00020,4,760.62,West,3042.48
ORD000264,CUST00179,2024-11-11,PROD00027,4,284.62,North,1138.48
ORD000265,CUST00101,2024-06-24,PROD00023,3,310.51,South,931.53
ORD000266,CUST00119,2024-04-12,PROD00008,3,339.75,South,1019.25
ORD000267,CUST00667,2024-01-06,PROD00008,4,396.68,West,1586.72
ORD000268,CUST00995,2023-07-21,PROD00004,4,774.92,South,3099.68
ORD000269,CUST00540,2024-10-18,PROD00024,2,482.31,West,964.62
ORD000270,CUST00232,2023-07-24,PROD00040,2,599.97,East,1199.94
ORD000271,CUST00360,2024-11-23,PROD00046,3,166.71,South,500.13
ORD000272,CUST00313,2024-10-13,PROD00037,4,303.18,East,1212.72
ORD000273,CUST00515,2024-08-28,PROD00013,1,408.33,South,408.33
ORD000274,CUST00668,2024-11-24,PROD00044,3,327.54,West,982.6200000000001
ORD000275,CUST00918,2023-03-05,PROD00042,4,400.36,North,1601.44
ORD000276,CUST00631,2024-06-24,PROD00026,3,576.21,North,1728.63
ORD000277,CUST00062,2024-07-17,PROD00028,2,523.39,South,1046.78
ORD000278,CUST00264,2024-09-14,PROD00004,2,822.64,East,1645.28
ORD000279,CUST00414,2023-05-01,PROD00032,4,582.17,West,2328.68
ORD000280,CUST00491,2023-05-13,PROD00001,1,501.74,North,501.74
ORD000281,CUST00328,2023-11-29,PROD00043,4,884.43,South,3537.72
ORD000282,CUST00946,2024-07-02,PROD00040,1,546.3,East,546.3
ORD000283,CUST00592,2023-01-31,PROD00021,1,514.21,South,514.21
ORD000284,CUST00697,2023-11-29,PROD00041,2,740.03,North,1480.06
ORD000285,CUST00693,2023-01-30,PROD00001,4,616.69,East,2466.76
ORD000286,CUST00615,2023-10-12,PROD00037,2,370.72,East,741.44
ORD000287,CUST00364,2023-03-07,PROD00032,1,437.33,North,437.33
ORD000288,CUST00877,2023-02-02,PROD00023,2,293.23,East,586.46
ORD000289,CUST00290,2024-11-23,PROD00044,1,341.72,South,341.72
ORD000290,CUST00159,2023-06-27,PROD00015,3,272.59,West,817.77
ORD000291,CUST00291,2023-11-07,PROD00038,2,298.37,South,596.74
ORD000292,CUST00058,2024-01-02,PROD00025,3,384.22,South,1152.66
ORD000293,CUST00213,2023-01-22,PROD00013,2,425.64,West,851.28
ORD000294,CUST00238,2024-08-07,PROD00011,3,725.32,North,2175.96
ORD000295,CUST00577,2024-05-13,PROD00043,3,902.83,West,2708.4900000000002
ORD000296,CUST00472,2024-08-24,PROD00018,4,704.38,East,2817.52
ORD000297,CUST00079,2023-02-22,PROD00046,3,197.75,West,593.25
ORD000298,CUST00256,2024-02-21,PROD00049,1,40.32,East,40.32
ORD000299,CUST00814,2023-01-25,PROD00039,3,353.99,East,1061.97
ORD000300,CUST00454,2023-04-06,PROD00001,3,584.27,South,1752.81
ORD000301,CUST00066,2023-08-28,PROD00005,2,297.55,South,595.1
ORD000302,CUST00640,2024-02-04,PROD00026,4,483.42,North,1933.68
ORD000303,CUST00660,2024-01-04,PROD00019,2,788.35,North,1576.7
ORD000304,CUST00105,2024-06-02,PROD00001,4,596.12,North,2384.48
ORD000305,CUST00825,2023-03-31,PROD00017,3,85.52,East,256.56
ORD000306,CUST00440,2024-07-29,PROD00009,2,356.66,North,713.32
ORD000307,CUST00619,2024-01-04,PROD00013,3,409.45,North,1228.35
ORD000308,CUST00786,2023-02-05,PROD00031,2,368.26,South,736.52
ORD000309,CUST00923,2023-09-26,PROD00013,3,545.93,West,1637.79
ORD000310,CUST00256,2024-04-09,PROD00010,4,174.36,South,697.44
ORD000311,CUST00557,2023-04-16,PROD00006,4,345.45,South,1381.8
ORD000312,CUST00541,2024-12-01,PROD00006,2,359.51,North,719.02
ORD000313,CUST00896,2024-01-06,PROD00010,1,147.53,North,147.53
ORD000314,CUST00593,2023-11-03,PROD00042,1,410.57,South,410.57
ORD000315,CUST00559,2024-05-29,PROD00018,1,759.38,East,759.38
ORD000316,CUST00202,2024-02-09,PROD00041,4,566.39,North,2265.56
ORD000317,CUST00732,2024-03-20,PROD00008,4,372.86,South,1491.44
ORD000318,CUST00728,2024-01-16,PROD00012,1,473.16,West,473.16
ORD000319,CUST00885,2023-04-04,PROD00012,2,523.32,East,1046.64
ORD000320,CUST00233,2024-10-30,PROD00050,3,123.81,West,371.43
ORD000321,CUST00605,2024-08-08,PROD00021,2,613.82,South,1227.64
ORD000322,CUST00927,2023-08-19,PROD00010,3,158.54,East,475.62
ORD000323,CUST00415,2024-05-17,PROD00007,3,593.83,East,1781.4900000000002
ORD000324,CUST00862,2023-05-11,PROD00041,1,628.77,West,628.77
ORD000325,CUST00412,2023-11-02,PROD00048,4,71.92,South,287.68
ORD000326,CUST00323,2024-05-15,PROD00025,4,436.81,West,1747.24
ORD000327,CUST00542,2024-02-11,PROD00029,2,291.65,South,583.3
ORD000328,CUST00430,2023-11-05,PROD00003,4,532.16,South,2128.64
ORD000329,CUST00013,2024-03-22,PROD00004,2,750.53,East,1501.06
ORD000330,CUST00798,2024-11-28,PROD00008,2,358.35,East,716.7
ORD000331,CUST00861,2023-11-24,PROD00027,1,301.73,West,301.73
ORD000332,CUST00869,2023-02-28,PROD00005,3,270.3,East,810.9000000000001
ORD000333,CUST00901,2023-06-04,PROD00042,4,491.53,South,1966.12
ORD000334,CUST00516,2023-10-17,PROD00022,4,337.46,North,1349.84
ORD000335,CUST00662,2024-07-26,PROD00016,1,662.26,South,662.26
ORD000336,CUST00863,2024-03-28,PROD00029,4,347.41,East,1389.64
ORD000337,CUST00949,2024-09-10,PROD00005,2,245.48,East,490.96
ORD000338,CUST00836,2024-10-06,PROD00040,3,595.26,South,1785.78
ORD000339,CUST00297,2024-11-04,PROD00048,4,72.18,North,288.72
ORD000340,CUST00688,2024-02-07,PROD00048,3,83.81,North,251.43
ORD000341,CUST00898,2023-11-22,PROD00010,3,139.79,South,419.37
ORD000342,CUST00622,2023-03-22,PROD00042,4,415.69,North,1662.76
ORD000343,CUST00746,2024-03-02,PROD00029,1,297.35,East,297.35
ORD000344,CUST00610,2024-05-24,PROD00017,1,99.47,South,99.47
ORD000345,CUST00796,2023-01-02,PROD00024,2,355.36,South,710.72
ORD000346,CUST00822,2024-10-06,PROD00029,4,296.13,East,1184.52
ORD000347,CUST00129,2023-04-15,PROD00041,4,687.72,West,2750.88
ORD000348,CUST00007,2023-03-05,PROD00027,2,256.94,West,513.88
ORD000349,CUST00246,2024-03-11,PROD00020,1,701.1,East,701.1
ORD000350,CUST00795,2024-08-31,PROD00029,2,379.13,East,758.26
ORD000351,CUST00043,2024-10-28,PROD00037,3,267.42,East,802.26
ORD000352,CUST00143,2023-04-13,PROD00034,4,563.51,North,2254.04
ORD000353,CUST00072,2023-06-16,PROD00011,4,568.75,North,2275.0
ORD000354,CUST00113,2023-08-23,PROD00011,2,759.37,West,1518.74
ORD000355,CUST00193,2024-04-16,PROD00013,1,469.55,East,469.55
ORD000356,CUST00207,2023-04-06,PROD00041,1,623.64,East,623.64
ORD000357,CUST00800,2023-04-18,PROD00018,3,793.09,East,2379.27
ORD000358,CUST00950,2023-10-26,PROD00050,3,103.89,East,311.67
ORD000359,CUST00177,2023-03-02,PROD00014,4,111.14,South,444.56
ORD000360,CUST00542,2024-04-12,PROD00046,2,215.66,East,431.32
ORD000361,CUST00232,2023-01-15,PROD00019,4,849.71,North,3398.84
ORD000362,CUST00498,2023-04-16,PROD00031,1,370.42,South,370.42
ORD000363,CUST00402,2024-11-04,PROD00008,3,356.28,West,1068.84
ORD000364,CUST00754,2024-12-04,PROD00008,1,307.58,North,307.58
ORD000365,CUST00087,2023-08-22,PROD00003,1,481.25,East,481.25
ORD000366,CUST00626,2023-07-29,PROD00044,1,367.41,West,367.41
ORD000367,CUST00600,2023-08-28,PROD00036,2,94.96,South,189.92
ORD000368,CUST00286,2023-11-02,PROD00010,4,164.33,North,657.32
